,Autoridad Administrativa del Agua ,Administración Local del Agua ,Departamento,Provincia,Distrito,Sector,Zona,Este (Inicial),Norte (Inicial),Este (Final),Norte (Final),Longitud,Propuesta de Actividad,Latitud
1087,Pampas Apurimac,Bajo Apurimac - Pampas,AYACUCHO,LUCANAS,AUCARA,Luren,18,603022.0,8424739.0,603022.0,8424739.0,-74.04502117931888,Descolmatacion y construccion dique de concreto ciclopeo,-14.247055436173602
1088,Pampas Apurimac,Bajo Apurimac - Pampas,AYACUCHO,LUCANAS,CABANA,Tiopampa,18,614122.0,8419212.0,614122.0,8419212.0,-73.94190658934005,Descolmatacion y protecion con roca al volteo,-14.296587022443127
1089,Pampas Apurimac,Bajo Apurimac - Pampas,AYACUCHO,LUCANAS,CHIPAO,Mayobamba,18,619845.0,8410153.0,619845.0,8410153.0,-73.88844866079137,"Limpieza, descolmatacion de cauce de rio, construccion de muro de concreto armado",-14.378238797330471
1090,Pampas Apurimac,Bajo Apurimac - Pampas,AYACUCHO,VICTOR FAJARDO,CAYARA,Mayopampa,18,613069.0,8475092.0,613069.0,8475092.0,-73.953963738518,Limpieza y descolmatacion y conformacion de dique con material propio,-13.791450190775057
1091,Pampas Apurimac,Bajo Apurimac - Pampas,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,C.P. Cocas,18,556926.0,8495268.0,556926.0,8495268.0,-74.47374287686283,Instalacion de servicios de proteccion Maregn derecha e izquierda en quebrada,-13.610683135095949
1092,Pampas Apurimac,Bajo Apurimac - Pampas,CUSCO,LA CONVENCION,PICHARI,Kinkibiri,18,619415.0,8631355.0,619415.0,8631355.0,-73.9015368222492,Defensa Ribereña Concreto,-12.378424005512386
1093,Pampas Apurimac,Bajo Apurimac - Pampas,CUSCO,LA CONVENCION,PICHARI,Kinkibiri,18,632635.0,8613762.0,632635.0,8613762.0,-73.77920453504868,Defensa Ribereña Concreto,-12.536964239048425
1094,Pampas Apurimac,Bajo Apurimac - Pampas,CUSCO,LA CONVENCION,PICHARI,Natividad,18,613810.0,8644426.0,613810.0,8644426.0,-73.95355791242187,Defensa Ribereña Concreto,-12.260443882546959
1095,Pampas Apurimac,Bajo Apurimac - Pampas,CUSCO,LA CONVENCION,PICHARI,San Juan de la Frontera,18,626640.0,8615321.0,626640.0,8615321.0,-73.83443867394749,Defensa Ribereña con enrocado,-12.52311413655497
1096,Pampas Apurimac,Bajo Apurimac - Pampas,CUSCO,LA CONVENCION,PICHARI,Unión Tarancato,18,620370.0,8629633.0,620370.0,8629633.0,-73.89268754175653,Defensa Ribereña Concreto,-12.393957723747864
1097,Pampas Apurimac,Bajo Apurimac - Pampas,CUSCO,LA CONVENCION,PICHARI,Unión Tarancato,18,631523.0,8614169.0,631523.0,8614169.0,-73.78945514241683,Defensa Ribereña Concreto,-12.533330861338236
1098,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,ABANCAY,CIRCA,Nicolani-Circa,18,728081.0,8461272.0,728081.0,8461272.0,-72.88920735915548,"Limpieza, descolmatacion y construccion de dique enrocado",-13.909502069394964
1099,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,ABANCAY,LAMBRAMA,Lambrama,18,741239.0,8465302.0,741239.0,8465302.0,-72.76784822543922,"Limpieza, descolmatacion y construccion dique con concreto ciclopeo",-13.872006581600358
1100,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,ABANCAY,PICHIRHUA,Charahuru,18,708680.0,8471198.0,708680.0,8471198.0,-73.0694214667094,Construccion de defensa ribereña con dique enrocado,-13.82128878796806
1101,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,ABANCAY,PICHIRHUA,Paccayani,18,711495.0,8472192.0,711495.0,8472192.0,-73.04346450589011,Defensa ribereña dique de concreto ciclopeo,-13.812099948412545
1102,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,CHALHUANCA,Anccarasi,18,692055.0,8417633.0,692055.0,8417633.0,-73.21942852344169,Construccion muro con gaviones,-14.306547723603975
1103,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,CHALHUANCA,Chanchahua (Chancahua),18,692083.0,8417403.0,692083.0,8417403.0,-73.21915264161564,"Limpieza,Descolmatación y construcción de gaviones",-14.308624375343605
1104,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,CHALHUANCA,Huatarcuya,18,691241.0,8418131.0,691241.0,8418131.0,-73.22700796622506,"Limpieza,Descolmatación y Construcción de Dique con enrocado",-14.302103483352743
1105,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,CHALHUANCA,Jayo (Ccayo),18,684484.0,8418221.0,684484.0,8418221.0,-73.28963793297852,"Limpieza, descolmatación y  encauzamiento con dique de material propio",-14.30174881394335
1106,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,CHALHUANCA,Pairaca-Chuquinga,18,688716.0,8419133.0,688716.0,8419133.0,-73.25047943354149,Descolmatacion y construccion de dique con enrocado,-14.293221222289493
1107,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,COLCABAMBA,Amoray,18,691937.0,8447878.0,691937.0,8447878.0,-73.22265144947367,Descolmatacion y proteccion con dique de material Propio,-14.033217068010483
1108,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,COLCABAMBA,Chacapampa,18,690765.0,8447002.0,690765.0,8447002.0,-73.23343990647295,"Limpieza, descolmatacion y construccion de dique enrocado",-14.041213503047137
1109,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,COLCABAMBA,Oroyapampa,18,697133.0,8452472.0,697133.0,8452472.0,-73.17488137205048,"Limpieza, descolmatacion y construccion de dique enrocado",-13.99134125758055
1110,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,COTARUSE,Promesa,18,688820.0,8398153.0,688820.0,8398153.0,-73.24803780740956,Construccion de dique enrocado,-14.482819970945014
1111,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,COTARUSE,Promesa,18,689144.0,8398630.0,689144.0,8398630.0,-73.24506648097832,Construccion de muro de concreto ciclopeo,-14.478486728615218
1112,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,Luychupata,18,698961.0,8435676.0,698961.0,8435676.0,-73.15674744748958,Construccion de defensa ribereña,-14.143002935171596
1113,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,Pacsica,18,698514.0,8435245.0,698514.0,8435245.0,-73.1608557917335,"Limpieza, descolmatacion y construccion dique enrocado",-14.146929699669796
1114,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,LUCRE,Lucre,18,691458.0,8457169.0,691458.0,8457169.0,-73.22772891928774,Defensa Ribereña con Gaviones,-13.949280786174759
1115,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,LUCRE,Pinco,18,693701.0,8454959.0,693701.0,8454959.0,-73.20681884602757,"Limpieza, descolmatacion y construccion dique enrocado",-13.969101734368875
1116,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,POCOHUANCA,Chanta,18,703382.0,8426140.0,703382.0,8426140.0,-73.11509290161247,"Limpieza, descolmatacion",-14.22886152179188
1117,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,SAÑAYCA,Chismapampa,18,683577.0,8436370.0,683577.0,8436370.0,-73.29927098988874,Defensa Ribereña con Gaviones,-14.137781687901601
1118,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,TAPAIRIHUA,Socco,18,697722.0,8438088.0,697722.0,8438088.0,-73.16839625756243,"Limpieza, descolmatacion y construccion de dique enrocado",-14.121292860797519
1119,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,TORAYA,Canua,18,683524.0,8447764.0,683524.0,8447764.0,-73.30052387493971,"Limpieza, descolmatacion y construccion dique con concreto ciclopeo",-14.034806987600772
1120,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,AYMARAES,TORAYA,Condebamba,18,684713.0,8446677.0,684713.0,8446677.0,-73.28944402054117,Limpieza y descolmatacion,-14.044553627703902
1121,Pampas Apurimac,Medio Apurimac Pachachaca,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,Santa Rosa,18,792968.0,8427891.0,792968.0,8427891.0,-72.28557623297397,"Limpieza y descolmatacion, construccion de muro de concreto ciclopeo",-14.20505978421697
1122,Pampas Apurimac,Medio Apurimac Pachachaca,CUSCO,ANTA,LIMATAMBO,Challabamba,18,780762.0,8510376.0,780762.0,8510376.0,-72.40685367554664,"Limpieza, descolmatacion y construccion dique enrocado",-13.461247321018359
1123,Pampas Apurimac,Medio Apurimac Pachachaca,CUSCO,ANTA,LIMATAMBO,Huertahuayco,18,779785.0,8511659.0,779785.0,8511659.0,-72.41599520066576,Descolmatacion y construccion de dique con enrocado,-13.449750681186863
1124,Pampas Apurimac,Medio Apurimac Pachachaca,CUSCO,ANTA,LIMATAMBO,Molinopata (Sondorf),18,777232.0,8510757.0,777232.0,8510757.0,-72.43947055834124,"Limpieza, descolmatacion y construccion dique enrocado",-13.458139709616121
1125,Pampas Apurimac,Medio Apurimac Pachachaca,CUSCO,ANTA,LIMATAMBO,Pedregal,18,778363.0,8510240.0,778363.0,8510240.0,-72.42898212598931,"Limpieza, descolmatacion y construccion dique enrocado",-13.46270334098439
1126,Pampas Apurimac,Medio Apurimac Pachachaca,CUSCO,ANTA,LIMATAMBO,Sondorf,18,777932.0,8509999.0,777932.0,8509999.0,-72.43293688469139,"Limpieza, descolmatacion y construccion dique enrocado",-13.464921026647833
1127,Titicaca,Huancané,PUNO,AZANGARO,SAMAN,CC. Hiruito,19,398926.0,8315509.0,398926.0,8315509.0,-69.94115516671337,Proteción con dique enrocado,-15.234589038375008
1128,Titicaca,Huancané,PUNO,HUANCANE,COJATA,Comunidad Huancarani,19,455692.0,8352130.0,455692.0,8352130.0,-69.41195457127878,Limpieza Descolmatación de cauce de Río y conformación de diques de material propio,-14.905094140396262
1129,Titicaca,Huancané,PUNO,HUANCANE,COJATA,Perla Del Oro,19,461652.0,8362879.0,461652.0,8362879.0,-69.35638278544609,Defensa Ribereña con enrocado,-14.808003603272983
1130,Titicaca,Huancané,PUNO,MOHO,CONIMA,Habas Pampa,19,453170.0,8291569.0,453170.0,8291569.0,-69.43652567731883,Limpieza Descolmatación de cauce de Río y conformación de diques de material propio,-15.452572009165332
1131,Titicaca,Huancané,PUNO,MOHO,MOHO,Jachaparu,19,433177.0,8304672.0,433177.0,8304672.0,-69.62253138278496,Limpieza Descolmatación de cauce de Quebrada y conformación de diques de material propio,-15.333670723484268
1132,Titicaca,Huancané,PUNO,MOHO,MOHO,"Putina Cucho-9 De octubre, Huaraya y Fujulaca",19,449836.0,8300375.0,449836.0,8300375.0,-69.46742485352442,Limpieza Descolmatación de cauce de Río y conformación de diques de material propio,-15.372897167318882
1133,Titicaca,Huancané,PUNO,MOHO,TILALI,Parcialidad De Patascachi,19,463315.0,8283905.0,463315.0,8283905.0,-69.34207436469171,Limpieza Descolmatación de cauce de Río y conformación de diques de material propio,-15.52202575927478
1134,Titicaca,Ilave,PUNO,CHUCUITO,HUACULLANI,C.C. Totoroco,19,458370.0,8170322.0,458370.0,8170322.0,-69.39017625760034,"Limpieza ,descolmatacion y construccion de dique con enrocado",-16.54875922432658
1135,Titicaca,Ilave,PUNO,CHUCUITO,POMATA,Tanana,19,470666.0,8196965.0,470666.0,8196965.0,-69.27459496367263,"Limpieza ,descolmatacion de cauce ambas margenes",-16.308091777862863
1136,Titicaca,Ilave,PUNO,CHUCUITO,ZEPITA,Ballecito,19,490466.0,8184520.0,490466.0,8184520.0,-69.0892990636066,"Limpieza ,descolmatacion y construccion de dique con enrocado",-16.42075531046096
1137,Titicaca,Ilave,PUNO,CHUCUITO,ZEPITA,Molino Humaccata,19,490030.0,8183113.0,490030.0,8183113.0,-69.09338887579686,"Limpieza ,descolmatacion de cauce ambas margenes",-16.433472866369875
1138,Titicaca,Ilave,PUNO,CHUCUITO,ZEPITA,Tucahui,19,493850.0,8184459.0,493850.0,8184459.0,-69.05760341202962,Construccion de defensa ribereña con dique enrocado,-16.42131783978907
1139,Titicaca,Ilave,PUNO,EL COLLAO,ILAVE,Chujchuni,19,445622.0,8225886.0,445622.0,8225886.0,-69.50835696603092,"Limpieza ,descolmatacion y construccion de dique con enrocado",-16.046213968004217
1140,Titicaca,Ilave,PUNO,EL COLLAO,ILAVE,Corijachi,19,446365.0,8226209.0,446365.0,8226209.0,-69.50140386238589,"Limpieza ,descolmatacion y construccion de dique con enrocado",-16.04331039998382
1141,Titicaca,Ilave,PUNO,EL COLLAO,PILCUYO,Chojñachojñani,19,438960.0,8216170.0,438960.0,8216170.0,-69.5708859073985,"Limpieza ,descolmatacion y construccion de dique con enrocado",-16.133888744116494
1142,Titicaca,Ilave,PUNO,EL COLLAO,PILCUYO,Jaluyo Campuyo,19,439199.0,8221266.0,439199.0,8221266.0,-69.56851946981365,"Limpieza ,descolmatacion y construccion de dique con enrocado",-16.08782753148672
1143,Titicaca,Ilave,PUNO,PUNO,PICHACANI,Antajahui y Soquesani,19,383925.0,8211905.0,383925.0,8211905.0,-70.08576850925124,Construccion de defensa ribereña con dique enrocado,-16.170440261170082
1144,Titicaca,Ilave,PUNO,PUNO,PICHACANI,Pichacani,19,381600.0,8220797.0,381600.0,8220797.0,-70.10706722662769,Construccion de defensa ribereña con dique enrocado,-16.089956958175307
1145,Titicaca,Ilave,PUNO,PUNO,PLATERIA,Carucaya,19,397931.0,8228372.0,397931.0,8228372.0,-69.95405892820946,"Limpieza ,descolmatacion y construccion de dique con enrocado",-16.022221808146483
1146,Titicaca,Ilave,PUNO,PUNO,PLATERIA,Carucaya,19,400970.0,8229178.0,400970.0,8229178.0,-69.92562192909408,"Limpieza ,descolmatacion y construccion de dique con enrocado",-16.01506058901584
1147,Titicaca,Ilave,PUNO,PUNO,PUNO,Jayllihuaya,19,393529.0,8245772.0,393529.0,8245772.0,-69.99442552007778,"Limpieza ,descolmatacion de cauce ambas margenes",-15.864754822923986
1148,Titicaca,Ilave,PUNO,YUNGUYO,OLLARAYA,Ollaraya,19,500462.0,8207000.0,500462.0,8207000.0,-68.99567719443836,"Limpieza ,descolmatacion de cauce ambas margenes",-16.217551868991915
1149,Titicaca,Ilave,PUNO,YUNGUYO,OLLARAYA,Pucara Cayna,19,501297.0,8208873.0,501297.0,8208873.0,-68.98786536773734,Construccion de defensa ribereña con dique enrocado,-16.200619205386243
1150,Titicaca,Ilave,PUNO,YUNGUYO,YUNGUYO,Imacate,19,486348.0,8202492.0,486348.0,8202492.0,-69.12776415506711,"Limpieza ,descolmatacion de cauce ambas margenes",-16.258266659630873
1151,Titicaca,Ilave,PUNO,YUNGUYO,YUNGUYO,Villa Aychuyo,19,496596.0,8203490.0,496596.0,8203490.0,-69.03185538441429,"Limpieza ,descolmatacion de cauce ambas margenes",-16.24928067344155
1152,Titicaca,Juliaca,PUNO,HUANCANE,PUSI,Chojela,19,402883.0,8287398.0,402883.0,8287398.0,-69.90540851498852,Limpieza descolmatacion y conformacion de dique,-15.488858376732228
1153,Titicaca,Juliaca,PUNO,HUANCANE,PUSI,Lakara-Carabuco,19,400418.0,8291234.0,400418.0,8291234.0,-69.92823268102774,Limpieza descolmatacion y conformacion de dique,-15.454087020341726
1154,Titicaca,Juliaca,PUNO,HUANCANE,PUSI,Llapa-Comunidad Carabuco,19,401683.0,8289590.0,401683.0,8289590.0,-69.91650768785979,Limpieza descolmatacion y conformacion de dique,-15.468997333934961
1155,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Cachaña Cancharapi,19,350342.0,8274226.0,350342.0,8274226.0,-70.39595690361841,Defensa ribereña con enrocado,-15.605361752987626
1156,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Chaquimayo Tramo 1,19,346484.0,8275055.0,346484.0,8275055.0,-70.431883015548,Limpieza descolmatacion y conformacion de dique,-15.59763780542948
1157,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Chaquimayo Tramo 2,19,347668.0,8273562.0,347668.0,8273562.0,-70.4209348922002,Limpieza descolmatacion y conformacion de dique,-15.61120310089196
1158,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Chaquimayo Tramo 3,19,348424.0,8273374.0,348424.0,8273374.0,-70.41389620693036,Limpieza descolmatacion y conformacion de dique,-15.612947735468854
1159,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Collana Cabanilla,19,350638.0,8271591.0,350638.0,8271591.0,-70.39335741621986,Limpieza y descolmatación,-15.629194513640503
1160,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Collana-Cabana,19,350621.0,8271171.0,350621.0,8271171.0,-70.3935416470141,Limpieza descolmatacion y conformacion de dique,-15.632989479146918
1161,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Cotaña,19,349048.0,8267508.0,349048.0,8267508.0,-70.40843942505508,Limpieza y descolmatación,-15.666001828011911
1162,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Huancuiri,19,349724.0,8267197.0,349724.0,8267197.0,-70.40215262671461,Limpieza y descolmatación,-15.66885310794219
1163,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Isla-Pte. Quinsachata,19,361035.0,8276772.0,361035.0,8276772.0,-70.29609101655369,Defensa ribereña con enrocado,-15.582960864252522
1164,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Lapayani,19,350011.0,8266541.0,350011.0,8266541.0,-70.39951572935499,Construcción de defensa ribereña con enrocado,-15.674799149354941
1165,Titicaca,Juliaca,PUNO,LAMPA,CABANILLA,Villa Florida,19,354709.0,8287626.0,354709.0,8287626.0,-70.35443954037567,Descolmatación y encauzamiento,-15.484504206589929
1166,Titicaca,Juliaca,PUNO,LAMPA,LAMPA,Canchiuro Muruhuanca,19,348725.0,8305031.0,348725.0,8305031.0,-70.40915195639435,Descolmatación y encauzamiento,-15.326846756065722
1167,Titicaca,Juliaca,PUNO,LAMPA,LAMPA,"Chuñopampa MI., Enrique Torres Belon MD., Urb. Barranco MI, y Quellochupa Mi.",19,352993.0,8300458.0,352993.0,8300458.0,-70.36967260885625,"Construccion de defensa ribereña con enrocado, margen izquierda y derecha del rio Lampa",-15.368426431039417
1168,Titicaca,Juliaca,PUNO,LAMPA,LAMPA,Orcco Huayta,19,352720.0,8289822.0,352720.0,8289822.0,-70.37284683374395,Descolmatación  y encauzamiento,-15.464541983568994
1169,Titicaca,Juliaca,PUNO,LAMPA,LAMPA,Orcco Huayta,19,353735.0,8291614.0,353735.0,8291614.0,-70.36328168296693,Descolmatación y encauzamiento,-15.448403792596356
1170,Titicaca,Juliaca,PUNO,LAMPA,LAMPA,Quello Chupa-Lampa,19,351399.0,8301690.0,351399.0,8301690.0,-70.38444742416044,Construcción defensa ribereña con enrocado,-15.357199477690763
1171,Titicaca,Juliaca,PUNO,LAMPA,LAMPA,Ribera Coilata,19,340802.0,8311804.0,340802.0,8311804.0,-70.48250810268922,"Construccion de defensa ribereña con enrocado, margen izquierda del rio Lampa",-15.265154934511797
1172,Titicaca,Juliaca,PUNO,LAMPA,LAMPA,Urbanización Barranco,19,353389.0,8299959.0,353389.0,8299959.0,-70.36601318778864,Construcción de defensa ribereña de enrocado,-15.372959216081309
1173,Titicaca,Juliaca,PUNO,LAMPA,PALCA,Aguas arriba del Pte. Palca,19,327190.0,8316222.0,327190.0,8316222.0,-70.60892967551207,Limpieza descolmatacion y conformacion de dique,-15.224353403750278
1174,Titicaca,Juliaca,PUNO,LAMPA,PALCA,Cachinani,19,339189.0,8312157.0,339189.0,8312157.0,-70.49750265237088,Limpieza descolmatacion y proteccion con enrocado,-15.261864712689285
1175,Titicaca,Juliaca,PUNO,LAMPA,PALCA,Quellochupa,19,329939.0,8314940.0,329939.0,8314940.0,-70.58342910764338,"Construccion de defensa ribereña con enrocado, margen izquierda del rio Lampa",-15.236121366778715
1176,Titicaca,Juliaca,PUNO,LAMPA,PALCA,Soja Comunidad Chullunquiani,19,336399.0,8311790.0,336399.0,8311790.0,-70.52350105932817,"Construccion de defensa ribereña con enrocado, margen izquierda del rio Lampa",-15.265006560760082
1177,Titicaca,Juliaca,PUNO,LAMPA,PARATIA,Jarpaña,19,308226.0,8283327.0,308226.0,8283327.0,-70.78796695592202,Limpieza descolmatacion y conformacion de dique,-15.520275961511553
1178,Titicaca,Juliaca,PUNO,LAMPA,PARATIA,Puente Colgante Alpacuyo,19,317930.0,8283342.0,317930.0,8283342.0,-70.6975218039249,Limpieza descolmatacion y conformacion de dique,-15.520854356949187
1179,Titicaca,Juliaca,PUNO,LAMPA,VILAVILA,Gas,19,319526.0,8320958.0,319526.0,8320958.0,-70.67992402427771,Defensa ribereña con enrocado,-15.181031221640833
1180,Titicaca,Juliaca,PUNO,LAMPA,VILAVILA,Vila Vila Tramo III,19,322055.0,8320203.0,322055.0,8320203.0,-70.65644339698233,"Construccion de defensa ribereña con enrocado, margen derecha del rio Vila Vila",-15.188028674790395
1181,Titicaca,Juliaca,PUNO,PUNO,COATA,Almozanche,19,396713.0,8280917.0,396713.0,8280917.0,-69.96319667054796,Dique enrocado,-15.547200685961727
1182,Titicaca,Juliaca,PUNO,PUNO,COATA,Carata,19,395275.0,8280468.0,395275.0,8280468.0,-69.97662439454776,Descolmatacion e implementacion de diques enrocado,-15.551200421648776
1183,Titicaca,Juliaca,PUNO,PUNO,COATA,Central Lluco,19,397517.0,8278841.0,397517.0,8278841.0,-69.95578638106831,Dique enrocado,-15.565999342401618
1184,Titicaca,Juliaca,PUNO,PUNO,COATA,Jochi San Francisco,19,401420.0,8278421.0,401420.0,8278421.0,-69.91940616674947,Dique enrocado,-15.56995091856521
1185,Titicaca,Juliaca,PUNO,PUNO,COATA,Llachahui,19,393256.0,8280958.0,393256.0,8280958.0,-69.99542949569056,Dique enrocado,-15.54668689426789
1186,Titicaca,Juliaca,PUNO,PUNO,COATA,Lluco,19,394145.0,8281193.0,394145.0,8281193.0,-69.98712999230587,Dique enrocado,-15.544599893984383
1187,Titicaca,Juliaca,PUNO,PUNO,COATA,Moraya,19,398687.0,8279316.0,398687.0,8279316.0,-69.94485609044807,Dique enrocado,-15.561752640618574
1188,Titicaca,Juliaca,PUNO,PUNO,COATA,Morena Esquina,19,402371.0,8278229.0,402371.0,8278229.0,-69.91054511477397,Dique enrocado,-15.57172337750755
1189,Titicaca,Juliaca,PUNO,PUNO,COATA,Pojsin Comermocc,19,398251.0,8279527.0,398251.0,8279527.0,-69.94891313157203,Dique enrocado,-15.559827824278386
1190,Titicaca,Juliaca,PUNO,PUNO,COATA,Potocuni,19,398518.0,8278483.0,398518.0,8278483.0,-69.94646648438254,Construccion de defensa ribereña proteccion tipo dique con bloques vegetados,-15.56927580602039
1191,Titicaca,Juliaca,PUNO,PUNO,COATA,Santiago Soraza,19,392822.0,8280751.0,392822.0,8280751.0,-69.99948529952579,Dique enrocado,-15.548539743890958
1192,Titicaca,Juliaca,PUNO,PUNO,COATA,Sucasco,19,393236.0,8281492.0,393236.0,8281492.0,-69.9955927948186,Dique enrocado,-15.54185900339252
1193,Titicaca,Juliaca,PUNO,PUNO,COATA,Tramo Coata,19,399585.0,8278093.0,399585.0,8278093.0,-69.93653208520745,Limpieza y descolmatacion de cauce,-15.572843775337564
1194,Titicaca,Juliaca,PUNO,PUNO,VILQUE,Cayrane,19,365063.0,8247780.0,365063.0,8247780.0,-70.26014019605083,Limpieza y descolmatación,-15.845221790608418
1195,Titicaca,Juliaca,PUNO,PUNO,VILQUE,Petraria,19,364206.0,8256258.0,364206.0,8256258.0,-70.2676649267687,Limpieza y descolmatación,-15.768548012039195
1196,Titicaca,Juliaca,PUNO,PUNO,VILQUE,Puente Yanarico,19,364479.0,8259363.0,364479.0,8259363.0,-70.26494311275765,Construcción de defensa ribereña,-15.74049860083788
1197,Titicaca,Juliaca,PUNO,PUNO,VILQUE,Yanarico,19,363248.0,8264137.0,363248.0,8264137.0,-70.27616225235836,Limpieza y descolmatación,-15.697282373039151
1198,Titicaca,Juliaca,PUNO,SAN ROMAN,CABANA,Tiracoma,19,357686.0,8263288.0,357686.0,8263288.0,-70.32810639840521,Descolmatación y encauzamiento,-15.70464666977098
1199,Titicaca,Juliaca,PUNO,SAN ROMAN,CABANILLAS,Cabanillas,19,355577.0,8270796.0,355577.0,8270796.0,-70.34733914094906,"Construccion de defensa ribereña con enrocado, margen derecha del rio Cabanillas",-15.636667572768324
1200,Titicaca,Juliaca,PUNO,SAN ROMAN,CABANILLAS,Callapoca,19,348624.0,8266608.0,348624.0,8266608.0,-70.41245055491703,Rehabilitación de dique enrocado y descolmatación,-15.674110482010333
1201,Titicaca,Juliaca,PUNO,SAN ROMAN,CABANILLAS,Callapoca,19,348875.0,8266322.0,348875.0,8266322.0,-70.41012679402249,Construcción defensa ribereña,-15.676710428756879
1202,Titicaca,Juliaca,PUNO,SAN ROMAN,CABANILLAS,Comunidad TayaTaya,19,346970.0,8265095.0,346970.0,8265095.0,-70.42797527092313,Limpieza y descolmatación,-15.687684631447029
1203,Titicaca,Juliaca,PUNO,SAN ROMAN,CABANILLAS,Lapayani,19,349634.0,8266453.0,349634.0,8266453.0,-70.40303811179636,Rehabilitación de dique con enrocado,-15.67557197053844
1204,Titicaca,Juliaca,PUNO,SAN ROMAN,CABANILLAS,Molloco,19,356989.0,8272015.0,356989.0,8272015.0,-70.33409766036108,"Construccion de defensa ribereña con enrocado, margen izquierda del rio Cabanillas",-15.625730450183811
1205,Titicaca,Juliaca,PUNO,SAN ROMAN,CARACOTO,Huallaspata,19,391099.0,8281214.0,391099.0,8281214.0,-70.0155307757511,"Construccion de defensa ribereña con enrocado, margen izquierda del rio Coata",-15.544281098837516
1206,Titicaca,Juliaca,PUNO,SAN ROMAN,CARACOTO,San Antonio y San Miguel,19,389920.0,8283632.0,389920.0,8283632.0,-70.02641582927193,"Construccion de defensa ribereña con enrocado, margen izquierda del rio Coata",-15.522373074831203
1207,Titicaca,Ramis,PUNO,AZANGARO,ACHAYA,Selucha Comunidad Campesina Licas,19,371157.0,8311324.0,371157.0,8311324.0,-70.19990591884088,Limpieza y descolmatación del cauce,-15.271185001521646
1208,Titicaca,Ramis,PUNO,AZANGARO,ASILLO,C.C.San Cristobal de Chana Pampa,19,349317.0,8368186.0,349317.0,8368186.0,-70.39990832585168,Construcción dique con enrocado,-14.756056683499684
1209,Titicaca,Ramis,PUNO,AZANGARO,ASILLO,Central C.C.San Cristobal de Chana Pampa,19,351672.0,8365777.0,351672.0,8365777.0,-70.3781711557239,Limpieza y descolmatación de cauce,-14.777962568060499
1210,Titicaca,Ramis,PUNO,AZANGARO,ASILLO,Centro Poblado Progreso,19,353987.0,8375946.0,353987.0,8375946.0,-70.35609727717546,Construcción dique con enrocado,-14.68617349381028
1211,Titicaca,Ramis,PUNO,AZANGARO,ASILLO,Jila Huancasayani Central,19,352863.0,8378680.0,352863.0,8378680.0,-70.36638093677071,Construcción dique con enrocado,-14.66139993608385
1212,Titicaca,Ramis,PUNO,AZANGARO,ASILLO,Santa Cruz de Machariri,19,353926.0,8376174.0,353926.0,8376174.0,-70.35665099145076,Construcción dique con enrocado,-14.684109308738432
1213,Titicaca,Ramis,PUNO,AZANGARO,AZANGARO,C.C.Chaupi Sahuacasi,19,372200.0,8352425.0,372200.0,8352425.0,-70.18812826646966,Construcción dique con enrocado,-14.899716567562752
